machine_id,temperature,vibration,pressure,rpm,power_consumption,cycle_count,operating_hours,failure
M003,80.63940987560856,1.9674961069423107,113.634062453329,1519.338140577364,51.62928338180942,9778,3970,1
M003,72.52568845996623,2.830498133985952,85.04409508955106,1507.8993522404378,64.51738758170231,9969,2952,1
M002,83.84532047593906,1.0942027866288524,84.14122806969844,1369.5203079075045,50.69783913935537,5516,4745,0
M002,74.44198327290673,0.22056107457656915,93.83239906670026,1472.5417864179267,51.89787900504813,2531,1242,0
M002,81.01322957735762,1.4669959181736658,99.59880548240612,1463.9794797297284,55.509298361171325,5487,2691,0
M004,74.66545311450128,1.2336473907349839,90.13152267137889,1498.4870680650702,59.51935772838134,4553,1967,0
M001,83.46225756202747,1.9212115999197001,115.60963664199502,1688.7033636305416,57.495193554432845,2279,2404,0
M001,75.22250636017779,1.3631547857296105,105.21084762562833,1852.1256069248984,54.304678290493115,9559,255,1
M002,69.02084753557097,2.7410169513364493,106.09127664811643,1331.9130474660587,37.53040155684873,7305,2655,0
M001,92.72434720446881,1.7118497375774837,81.00191756582542,1421.601275042457,46.094898207532594,9589,1836,1
M002,78.89037122279892,2.150474498773901,117.50936076075669,1334.9976203187628,56.55536965764217,5556,178,0
M004,75.73744421004413,2.157634558440944,57.697467666389635,1537.4203074444545,52.00318957823445,154,4183,0
M004,57.23695583461664,2.1949550924121874,112.51083177774053,1392.3301084978045,56.60902907058362,9307,4940,1
M003,57.11692382536462,1.9758708895450265,114.01467606506156,1547.9593667483978,65.09732849336999,3665,3466,0
M004,72.92715482141854,2.5106006904103135,93.51398219083057,1720.7253820889573,40.5842943595254,6727,27,0
M002,71.45521197768241,1.2043448661741925,119.09365325871136,994.8336628390783,59.10328139843667,1114,2744,0
M004,63.858774349916835,3.399417926653883,99.0535367056848,1598.3559779201382,47.35709230005095,699,53,0
M003,71.4098269961206,1.7634626166314649,100.93647554991165,1407.9625902204243,57.482798554197856,7565,320,0
M001,85.88626928043595,0.6884508621013183,105.09293181106324,1592.084453596878,49.67023405305506,6955,3630,1
M002,76.95402474550299,2.188073356991773,147.79862367716584,1320.7061124499598,67.01603631114396,7109,3305,1
M001,58.589914902472614,1.148819517552515,120.16650862124507,1739.252197661375,51.0406954900939,8787,3824,1
M003,68.88491172857056,2.665334534508875,110.51696801069377,1682.6561236080568,44.875886205152156,1013,331,0
M003,61.950335191474394,4.209605576042378,86.30793270098208,1613.6704297085287,53.35899698233414,8731,1717,1
M003,66.12300083591438,1.2134279084421498,102.15384738219238,1658.6451435620197,52.59154224574616,11,3543,0
M001,65.86384334370358,2.3323723332239847,87.80313859230421,1350.8759065655654,59.10477675288358,7474,316,0
M001,65.22354417395995,0.24449441129537242,112.3316627092422,1376.0752490621421,53.58442238883941,4459,3551,0
M001,57.44864628026605,2.453905229441347,102.10700463602285,1650.487240163496,69.80051711335443,661,2908,0
M001,68.7234531848181,1.11428620020031,83.13217480579158,1346.4541714462775,49.108766916781825,4633,2917,0
M003,64.3939236315269,1.3751653815655176,101.21686875127754,1789.1270093316175,49.20304040175621,7381,4316,0
M003,40.705513099977324,0.898713510160172,87.25873795425542,1435.2817857437938,45.168911599575566,5574,1362,0
M002,90.52972024501663,2.7321512260547354,102.2682433200632,1600.3788779721244,50.685346706833414,9614,147,1
M002,80.88769654216672,3.0073043574732625,87.11384025452115,1919.849903851018,51.848472968663636,5871,1732,0
M001,66.23699275075003,2.0233852146585076,100.4123145004122,1358.7553291863846,52.249684239647024,9437,2628,1
M004,70.18819049740598,1.1355732946642805,111.25704792902643,1513.7523501689566,50.53750140395199,579,4573,0
M004,58.28345652682438,3.5895230361038624,99.20422012112341,1710.8366329274616,45.12143026618161,8453,4018,0
M003,86.95722877810866,1.2495898722453438,94.13667599241417,1690.2554777753062,42.94667897534116,495,1209,1
M003,88.97288694773111,-0.16203229992743884,103.04914331586194,1434.4369379521283,46.99861020131555,4225,169,1
M003,71.56693728246525,2.4583890099570684,110.4577393118928,1396.6539124956291,59.132301281880906,5934,1567,0
M002,80.23530644185345,0.8952253263584833,83.39225095177359,1453.3728134909898,60.854397483931834,2136,4396,0
M002,71.75286778933923,2.988608793499175,103.90984232057804,1789.571553230273,49.38428370847652,5063,3435,0
M003,56.63274561124069,1.6188623033265812,119.763112285261,1444.1788287280108,42.4673362682606,5451,1877,0
M003,65.88176631036343,2.603713240544196,108.60485444915074,1515.623138496693,49.35061111746567,8821,4052,1
M003,71.31927966771957,3.401500346552158,100.86631220000842,1414.642705815315,66.73332348216064,8697,3035,1
M004,65.45452281256556,0.7911411353792781,109.59606260048342,1641.1097129591974,57.991742682532966,7297,3248,0
M002,67.81346722564965,1.4340628691075945,106.78744684154023,1531.1050075167313,54.40594153226038,206,3873,0
M004,69.08600442490885,1.9243289273429365,111.30401663739721,1299.3132378483542,57.701479336420554,3130,2191,0
M004,69.19121502134539,3.5375513190343435,69.64102583525583,1306.2351771930012,62.3245328907305,1854,522,0
M003,70.52258490497483,1.3416172820595547,76.69815799505102,1100.2788866888986,40.77707038762304,5578,3552,0
M003,59.39394933603399,1.4054963040509927,115.07243724224855,1333.7357181748769,46.86368105042302,5264,2706,0
M001,62.82983850872064,2.4781405755558086,77.4208123575784,1658.7891607264344,45.77022693730547,7477,2532,0
M001,57.15415734300031,1.422771274289429,106.02307953578807,1764.7521076024536,54.69691517656787,1660,821,0
M004,79.778155496862,2.1525258828976166,94.71925515951563,1637.1116726434368,51.28088712511678,8084,3508,0
M002,48.943530581596754,0.44846257903187325,85.05716131606005,1610.9264401281362,56.05049032551526,7548,194,0
M003,81.53590343316925,4.2143299425565965,105.24474635721211,1474.69479009427,45.944901201062216,4979,465,1
M003,83.86349397262843,0.6522907696905966,103.01550255574855,1654.9829109827974,60.97561640543325,5046,3025,0
M004,66.97819413017379,1.6782472960097916,131.65513978144565,1557.255644616377,49.44533033480558,8476,3147,1
M001,43.96862912172701,1.9675189641579054,90.62783193196167,1860.8897943974248,55.55636441566546,718,2537,0
M002,66.38689438032709,3.9126881343567956,121.6016518010376,1480.3109371646503,59.56325199138352,8693,99,1
M001,69.35815838711181,0.6751542190672599,105.28634371576472,1768.6016167472262,58.92099452395975,257,115,0
M001,59.89401780071087,3.9837041354787512,90.08467177685931,1674.822816363572,52.88662726721437,4905,4475,0
M001,64.84781606191757,2.7571768211020227,111.98869686275867,1647.0886572408317,56.55477525106036,2597,2871,0
M001,85.30195198863352,2.4170953244232463,108.48607756680927,1097.701734907636,63.93328531177829,8012,2110,1
M003,76.64927162301741,1.0153663129820445,100.53764942287074,1685.8379123095422,54.10880987179757,9431,1271,1
M003,60.754358856219,2.571141242038074,103.99443034660935,1474.4984042181693,44.16282878350736,6798,2690,0
M001,54.02400830404568,1.2765133775802,91.04519453431702,1411.2147011130216,54.66440584771108,3013,1434,0
M002,66.72982682390229,3.2666612531984125,87.6131931211824,1203.4173917644173,49.70175025584328,5224,1902,0
M004,67.86543220649561,1.028937970892267,111.39163260733875,1498.8825732063633,31.215990924765247,4617,3023,0
M002,74.96199187363317,1.886841505543916,96.64090863530089,1506.7103193636485,53.69598418962474,5064,2775,0
M002,64.64683287432341,1.4447269119868285,98.7987550262636,1239.399615637039,50.93320520012486,887,2593,0
M002,75.11499575361862,1.0124770375730052,104.19732393916416,1205.3439654212616,59.25134217197951,7281,4939,0
M001,89.35154040060229,2.7413198169079145,103.97932517175713,1597.3238960256222,43.99925074009355,744,4393,1
M003,78.15501022444262,2.5354587474096335,78.56010293538903,1674.3410262122754,37.95432270096554,7236,4391,0
M002,69.51911492669227,3.209010198900997,119.29378129682289,1538.0565819844844,51.34944687528407,3436,3598,0
M001,68.16849528946705,0.2201248917918326,101.81773227851018,1730.1669299368725,53.04141910084357,5163,4210,0
M002,66.43326865820129,3.064170702341044,96.96020105766776,1482.7230031297004,50.75066356308455,1704,4047,0
M002,81.80640912452145,4.505448905356894,106.4626900775462,1489.1297451199596,50.16566946948323,8402,2926,1
M001,63.72686554048697,1.548358910823053,103.54813290422294,1316.594394251842,41.45018436634939,4064,3213,0
M003,70.45222708999982,3.8951486121089696,111.50594034234553,1187.9516044892566,48.888662904200615,5226,2666,0
M003,70.51197901881085,1.7368387279401734,108.06975508226412,1870.9324267719169,47.21275336396468,1956,1826,0
M004,64.98215807188468,0.6275902624386931,110.767693434944,1726.2598100499492,58.58166992613952,1702,1025,0
M001,56.27534452115899,1.6943675575932045,120.26490858591274,1221.4974865723043,53.034602912244914,4214,785,0
M004,73.22974503617668,3.048203967675276,113.25436823456458,1531.150381566256,47.77602302603844,8677,4130,1
M004,69.38996028144616,1.1618235176684686,97.59270669507156,1479.9907377792667,63.791079011382124,2501,1800,0
M004,75.0024046943657,1.399661340993513,83.15648265884751,1445.2015053673913,47.84873859027992,5127,3289,0
M003,64.66399693560834,2.593539432293191,125.01696899506773,1418.1964304370122,54.46229379108931,4607,360,1
M001,82.20821298813048,2.0030601167385726,96.43414939979331,1576.2538293935959,48.66462933128574,9258,4389,1
M004,61.23226218788155,2.5846229524867406,92.90338879959216,1663.6351050942949,63.049220120224035,6537,3397,0
M001,87.12040284017893,2.237829540758336,73.9490977335334,1580.4782338056411,50.69487820650889,4056,1226,1
M001,52.52363490171739,2.479625319551573,105.07709657968167,1475.8963251241612,50.931313823125386,197,2640,0
M003,74.3477006455689,1.5676988141904589,102.23329905930655,1468.554656621776,48.88103712981829,7631,3649,0
M004,74.75430682526624,2.2317309420303926,77.27327595625779,1687.3628633845333,51.572095408009716,4963,4356,0
M004,62.04442932059118,1.0726269943040663,106.79911063199764,1592.6889876232124,59.59630270918328,7968,3203,0
M001,74.24393937861012,3.2884336225033888,92.52712118947841,1514.5378926070866,56.7667507574775,1315,1800,0
M002,82.7951866976016,1.3657252831826863,140.3547251093304,1492.8197404799785,50.22460944892937,6296,3396,1
M003,47.831811606459354,3.1288474875493897,91.45958211863697,1569.0541019224577,63.61060085165323,8102,1416,0
M003,75.02744807490815,1.7663930390171345,93.4721000170331,1406.3302622881101,56.98388513074055,4862,4497,0
M003,45.06729179669922,2.201999010757321,86.87835663618449,1664.307763461642,46.49455104642121,9373,335,1
M003,60.34335196476792,1.5050354491092994,119.16814781562958,1284.8282876324267,38.9572131701285,3341,3009,0
M004,86.29166364900945,0.984004568831971,94.4083630830287,1417.7086980467036,46.679889585627436,7747,1961,1
M004,64.18217966607946,0.2552396123946985,89.12628769351755,1622.2212190892049,53.30679022840202,8448,843,0
M002,58.261200355910276,0.9446758414075405,110.60432514880813,1273.4234373291454,54.777602965051415,2562,1640,0
M003,68.02062271015318,1.6760911467840782,79.29470596880222,1185.3982914701,60.87310146641615,1667,4140,0
M003,90.67906338163553,2.211879178828884,109.37665819373422,1512.615535085848,41.243632199048,6314,1124,1
M001,51.68317752793974,3.0103793132832637,126.72099574901287,1160.708369110706,46.48675732842552,6413,4711,1
M004,59.48690088360655,1.554242540203151,108.49911749252634,1240.2392891896277,40.5788586410039,2648,2309,0
M003,84.97431683179626,1.118039235732826,109.56847474389888,1651.3188237012864,39.28960630736444,5734,764,0
M002,88.57702343537733,0.5572852139972875,113.05090325361226,1459.0429484788528,44.977450032373454,8828,1700,1
M002,68.96568775709716,2.480063617904104,125.64562043013278,1757.097389941797,52.93289795435217,8199,2339,1
M004,57.60947297473358,3.3831945153293432,118.14840940028657,1259.037131812509,56.17115547912253,1579,3727,0
M002,90.95843501809159,3.2663302679562887,106.59504583409536,1481.2095268735432,42.413167147026606,7615,4629,1
M002,85.94442391749197,2.7099327481472373,113.55837100954002,1579.9169106415518,43.52579264490208,134,1092,1
M004,76.78946987762232,2.638543317267599,86.71097611802334,1265.8970139742182,35.761414597412525,4120,1604,0
M003,61.8759765106258,3.6976237797093408,111.64440386120984,1706.3523808999248,51.714817666215964,2512,1269,0
M003,69.50970659161963,2.3320814614168106,84.91666043224379,1602.1357766332078,44.142888784234096,6105,4670,0
M002,68.39639918955169,2.6461296760241715,94.4946637205256,1178.1425826625132,63.30425102569478,6847,4332,0
M002,73.30851304615578,1.6792161381480009,53.76156737285144,1492.4516407582798,53.278470397196756,8048,3402,0
M003,84.51001438131337,0.6379566291452425,106.02144489051193,1577.1913472517265,48.628434052345796,6545,530,0
M004,78.79417041137403,1.3161510995004237,90.3419198333747,1381.9886652943885,44.87110057964438,6032,2790,0
M002,59.226239230152416,1.9908409614653448,116.66717822806694,1204.0270188982372,38.042638238446166,1232,2512,0
M001,83.76496450019538,2.060785372501303,105.85288915908104,1555.691757889482,39.057025784436554,9145,1252,1
M004,73.13132140013155,3.926285854855393,116.86143842052438,1942.2485900565123,45.02287236342292,9730,3941,1
M002,76.87065795858916,2.0812771675910686,83.74605182991193,1422.603180168462,44.40877694380556,907,2429,0
M002,84.66540859278604,3.1788434440256434,115.5757905573945,1813.8482362569416,42.006625257232045,9872,4222,1
M001,58.88419750486449,1.564922758423684,131.5878451654499,1349.5422356477063,53.01675781953875,5653,657,1
M001,69.64174421293536,1.6883241142347658,111.46237449897842,1543.1091270019904,54.114124739318875,5158,1864,0
M003,64.68545448640785,0.6709923627765517,111.85523513038433,1654.3045061752239,46.330940821586175,5926,1168,0
M004,54.32140574634544,1.257671987123428,102.54396514592402,1498.317266805727,65.48121814612254,4089,2600,0
M004,73.4670997760492,2.526981391363753,92.12996829151953,1440.4528702237537,36.02616506787126,8810,2486,1
M003,95.11556551584424,2.007560180394133,111.41788559052263,1645.2255042700747,50.465311191778106,7779,2455,1
M004,51.59922255494247,2.942938619897234,77.40875634396897,1878.2910230538441,48.251358367296596,5903,2843,0
M004,69.67719388950529,2.1812539483450504,93.73367312618775,1560.1173849278262,45.59439294426195,7090,1730,0
M004,76.40542935074774,1.6475462683622581,73.43414796494227,1396.7879646939305,44.41869723189552,2844,3811,0
M004,71.23078201656182,4.148296863786959,89.44515434027376,1462.0496885480634,49.94432093670113,4301,4042,1
M004,68.86871947484259,1.9060964312869528,109.63067637840342,2003.9415291290748,48.19577738142617,8888,3238,1
M001,57.007836365541756,3.163000969705304,107.58090064330695,1526.9814232676256,46.86498778309952,4303,2689,0
M004,72.32786742940164,1.5987907934553223,100.76370543303209,1381.1172602844053,39.610242920085,8596,3333,1
M001,62.43236022984074,2.7095994793835665,102.55601491093016,1270.986416703492,37.05510545751601,9702,3332,1
M004,48.100782950214466,2.928015659151687,71.71203073203685,1134.819781177479,47.69186819843548,7549,1198,0
M003,81.94592220513731,2.2084919705755808,94.41156579143627,1572.716854769238,46.78323116402776,4962,1380,0
M002,79.58385819842043,-0.3544829226966022,89.77972590347186,1630.9283985649008,48.42370511778538,857,4865,0
M001,70.5166097685108,2.0182524608561128,90.11410464228189,1420.6607640069587,49.13102561688393,2392,1190,0
M004,72.29074688205702,3.2304600477599754,108.9936794172063,1497.0059163938092,45.819981264937454,6771,1342,0
M003,80.74318012715561,2.5274808330277305,87.09239010242034,1265.9076581422753,48.30074060945436,7559,1654,0
M002,72.24339656778082,2.4458388752292466,90.92978724808884,1526.5856929655001,43.17177353517204,4282,4753,0
M001,79.04017554761315,0.2777430660424809,68.69396131435725,1596.299064113425,62.19156647330627,19,3406,0
M002,67.0251779912615,1.279544929324941,95.58815229435746,1392.9671465664724,43.60207881480025,5457,988,0
M003,83.11983738573946,2.411357631151439,83.6824367842957,1838.090533917168,47.03215432427727,2420,3545,0
M001,73.20785725932684,2.410383276786892,101.18804393034465,1332.5787346506177,44.209689687088954,7923,3216,0
M002,71.94051943605874,3.2146667801329025,85.73337929886303,1556.6953208037964,44.07534767836078,66,1077,0
M004,57.29938911287968,1.8551332448539055,101.56813368323824,1669.663443940921,50.19713253310357,3133,121,0
M001,72.86955854301709,2.4058240866738143,97.82971358886485,1484.5420999701234,49.1821263209359,785,3195,0
M002,61.68045082505549,2.0163742419312936,125.08062659563481,1462.3046362211016,46.32431687699832,6765,2214,1
M003,63.617172734715055,1.0130572634984432,107.4582697067979,1214.2267699100676,47.73219206756551,7735,2991,0
M003,61.846243716838785,-0.2557913310947475,72.40543191156546,1771.4682991432567,44.24149159205383,2132,833,0
M001,59.33765068100775,2.431009692130077,81.02666733845938,1466.0213596664807,53.213805101809285,9621,1678,1
M002,91.24771403016962,2.1739472084128115,100.828120134885,1607.473084986965,66.44154194072571,1418,2069,1
M001,83.31339061988403,1.381824957899831,86.05228077411024,1634.5440975720282,43.00126978213425,3690,1884,0
M001,89.20367502144262,0.38082694348413515,55.47447354646222,1374.3403015964493,53.151705789876836,1547,4056,1
M002,57.77104980444436,2.629739514408738,120.24319470750615,1460.494279141757,50.359591656165684,358,1962,0
M002,70.71253749910892,1.734079925804448,110.80336025358112,1766.8964701487007,55.34903806506072,1562,4023,0
M004,57.06492374795904,2.5568747223681454,107.81465310237657,1276.560466851911,55.57434368396857,4386,407,0
M002,63.04305122802936,3.8640485304117584,90.89015431793628,1925.5836149514512,51.643301577749284,2177,4577,0
M003,60.81873016583425,-0.14143088031970485,106.41515156514895,1351.0254429447452,49.681435391079205,3810,2369,0
M001,82.39584006441561,1.300399191297636,89.43459513668678,1264.0965086718977,46.52439840281243,478,2162,0
M001,66.0377032189824,1.7906243866880867,103.07285950326536,1526.4618041377068,43.88031717513092,647,2319,0
M003,80.68379333694017,3.4548261741466506,86.19125161245285,1941.669652867974,49.22523471238572,6675,3239,0
M002,76.04120889588518,0.3635969807935151,122.74432675834021,1117.806812881559,39.723289348658554,263,1892,0
M003,93.03638752104789,3.9358610256806044,76.44645018877233,1471.7968563020615,45.24915207906025,7102,2297,1
M003,55.20555776860276,2.1358559015662903,118.48425744266247,1595.253003451311,58.85482899578055,8003,3838,0
M004,82.59233239786799,1.9039993382661418,100.58373742025995,1506.7299917071064,50.78809776863753,3742,1489,0
M003,81.46440870400727,1.8019402367810935,92.65799506987014,1576.384334000602,57.141315351484394,6646,2052,0
M001,60.26621161972965,1.5637369678199713,102.50504382543608,1356.3933835655453,61.757151093267396,9753,4009,1
M003,80.0713333647316,3.0481167592691545,111.00022010767272,1380.0556308137238,48.58376435268146,5200,1900,0
M001,73.36144963026229,0.9314792459175611,120.50120105041596,1470.31547056816,51.65860667354913,9628,1821,1
M001,67.72523740046593,2.3454141816438536,104.69714534700299,1274.0223824194497,47.585232846777956,2005,2910,0
M001,61.760645130280004,1.6158183342930243,86.63955872106584,1491.062719711962,43.49915391619515,3140,4360,0
M002,62.80890548550814,1.2378665514859022,100.83445185648682,1422.2509412656998,42.37625392534076,9099,1272,1
M004,90.49812095785926,4.585975175683895,127.25189854993559,1405.9909629690262,56.74520298077193,129,1886,1
M001,70.00682818957483,2.41905073475346,120.21517128268937,1564.1012825197276,51.66901824388518,9129,1832,1
M001,77.82130001531459,2.613265544661144,113.63145217186538,1135.8681013601392,64.77282457664842,3718,2866,0
M002,62.09100618332447,3.1377767806686623,111.9353053018358,1454.1819793233692,57.77641610339113,814,696,0
M001,62.201470537783614,0.5786500546814528,110.49175135909813,1963.4707531229722,44.15029608370906,5849,4836,0
M003,80.81984809249943,3.7522919091220315,117.38132251764804,1282.778062734875,56.72273744181417,5606,2364,0
M003,56.50423788448468,-0.5089571784950757,93.15056821417141,1757.1000992968827,47.559395687181954,14,4869,0
M004,65.84786232094729,1.2312335899614795,79.6737090133749,1510.9312241825398,59.73487767303201,5305,4214,0
M001,70.34027411072232,1.5409683268210996,101.03505251105592,1379.4084382237163,46.109328982055835,3488,1769,0
M002,71.11372601840053,2.581723364970506,87.73627619833464,1235.8716680940388,41.58059231805862,8898,2841,1
M003,68.20906714983843,2.218718266141488,84.17468866934223,1527.9363930570464,43.633959383508724,702,2249,0
M002,73.95819781095923,1.8331852593016067,89.19582135118102,1790.6794211629353,44.04268078068069,4841,3124,0
M002,76.92855755817811,1.988002655372276,137.2797088680053,1422.1577709606472,43.27798588305069,6575,2364,1
M003,77.3463754545933,1.0219769764774318,102.04186951113766,1483.8077150526453,45.41913379515915,4131,3744,0
M002,60.14196191332174,0.5027676055158268,105.42861754541482,1702.0741700380663,56.8535349626019,4842,1117,0
M003,67.15844902071203,2.7265116223360604,81.6645578949362,1568.1741582692562,64.36835366612948,6160,3163,0
M002,81.94762861876937,2.6937061125361854,72.34370561811056,1185.5448440550842,39.35848387557197,6657,812,0
M003,78.94647187573872,3.5844943751570586,87.71421035321791,1519.7774431710368,60.10810434266519,6492,37,0
M001,56.27140548518936,1.209982903184792,121.57293377813122,1802.4469821331197,46.17837027220457,5499,2460,0
M004,73.51479900352201,2.692815210300923,105.01413199114782,1492.6117627065003,52.78306024961787,2555,4338,0
M003,50.2177475062519,1.7162932716352683,108.97892637166588,951.7021141045246,36.76683175541362,3939,3719,0
M003,70.4693490206037,3.1904749851934824,111.07849058803092,1577.6429983182145,54.192280138758846,4951,854,0
M004,88.97767016745976,3.0219627766781416,91.12975930302584,1460.3087120911928,33.9575008254715,3338,3946,1
M003,60.521072827310135,2.211209399224457,120.81948375960052,1134.1811172157566,52.511480578481326,8708,2248,1
M003,61.65676954508418,1.6604698433340135,90.50788601166727,1164.158381989243,52.058048376234694,797,2354,0
M002,77.6402978157286,2.960932178608261,121.09348538893829,1695.0214286577618,51.52806107436374,8676,4042,1
M004,54.571984847903536,2.6469045232565658,106.63453234203011,1353.523450880984,44.120718794936565,3674,1797,0
M001,63.67244970114961,1.3155595979138175,73.16432268630517,1318.5007238528017,54.39621339543715,8634,174,1
M003,75.96441137581752,0.6722013265205691,88.77985770099198,1492.8722878136662,53.12865207533374,6521,1712,0
M004,63.65714152310597,1.7114670993182037,73.22592200691844,1371.1594003360124,48.320377730871044,1653,3019,0
M002,67.64030012789028,3.515413815348209,117.44923199191314,1520.009725555549,55.37480245740155,9205,3063,1
M001,77.44185710315034,3.1464871587330383,99.62896868796399,1459.4559941126658,49.23516682747596,9154,671,1
M004,74.21546083536562,0.8876725303294193,66.57486340075329,1260.0008839812713,54.23021727127009,8764,693,1
M001,72.66818396295402,0.8322425841000789,105.63620322579487,1397.760440287723,48.99296538084728,6681,547,0
M001,66.60877720729961,3.2746838496794863,91.9425360641752,1588.5506642618209,51.733615928876326,5999,1122,0
M001,73.70061115268956,0.864364095242171,77.74291217450015,1508.3836080477251,54.59778352860209,815,3297,0
M003,68.76267319900244,2.509295323642008,125.16948755453046,1483.6115035216337,46.81669941105572,6967,3986,1
M003,74.57805609925785,1.3839287846636763,101.60928799144868,1887.4768482358768,40.129307309966435,1210,2596,0
M002,65.03067974882022,3.6170449245216822,95.59852896530032,1646.207505077107,52.20863204438524,3134,4368,0
M002,68.17431025620459,1.2295752008621212,94.00862828520974,1670.4882529642684,59.51513102890344,5455,3023,0
M004,60.10042207447986,3.143361530205828,77.30080796263341,1466.806318441015,52.39320778365957,554,783,0
M002,69.64992389993765,2.1848586540603647,80.43176650623836,1544.029038070255,52.54513851757098,2792,1209,0
M001,61.88999136371155,2.2521948542342867,119.27375177312625,1413.7800020948614,49.66259114802688,5865,939,0
M001,58.85953549838007,0.029691418648599033,92.89175695321421,1655.5099531048256,55.91294922218561,6218,4547,0
M003,72.58661147855388,-0.20291335320571857,100.33101551405295,1477.9200191801913,48.5125166708965,6908,1528,0
M001,72.1273977585766,1.779434059732686,69.33504285698388,1544.4755497861113,46.36880975098511,4302,93,0
M004,77.82873734948572,2.2469060634166116,80.22861946306742,1532.1222604310337,58.84238602299892,7852,1330,0
M001,65.68874430424901,0.8748021722622767,109.1471877981213,1496.366623718909,45.755693453658544,1264,1761,0
M001,74.08052846836756,0.9113065895236578,105.6656764017075,2087.637613431154,57.11576757161399,6819,2221,0
M004,75.50797572273663,2.5614726298261328,126.30062798086473,1366.6761445010554,58.84748369566167,9085,2742,1
M002,74.44773807831595,2.5628544804571307,120.1443449744684,1364.8576939682616,54.534535456496485,2304,1096,0
M002,61.743463171978576,1.862258939612073,96.53933541272765,1638.8193493623514,40.00611584341894,3958,2103,0
M004,71.49363482271188,2.7802017211860752,107.09430347069906,1380.9662001849642,50.21723927377998,5536,2742,0
M003,73.64140296054661,0.8257977042798534,95.25094835645389,1441.7187277302214,48.38400002353106,9430,4729,1
M001,70.07178466907942,1.6440650829130292,130.82214727957972,1282.7178093288765,46.032005957317494,1817,2291,1
M004,49.13522341628915,3.6478776057836733,117.235220440786,1598.3115838805174,51.14201269877142,766,4299,0
M001,71.6048962397348,2.0683221299398173,102.54527636286628,1600.8514488968303,56.15365077998038,572,3662,0
M003,92.12531039397243,2.126312514586999,103.00592177314527,1436.961588015311,46.33157871895041,4463,15,1
M001,66.39960731243018,4.30594658596774,121.67275430889711,1642.9633376960146,48.6289386058106,5320,125,1
M004,62.719229021446786,0.6006578341512292,108.69366770670771,1128.3749972532817,48.0715285293441,7748,3422,0
M001,73.73348559711398,2.7964303666421104,123.37942025605129,1358.6293196971312,59.310968364354494,750,4174,0
M002,73.12378210466572,3.6639862798080998,67.0952811061169,1466.004162757814,47.94319505751531,2811,3572,0
M003,81.92735165416414,1.675142073501454,106.91842392248198,1265.5435006194093,40.12475473790604,4456,788,0
M003,57.42131844091112,2.8596307868548463,92.26847702977922,1150.2573925162555,37.41252128807589,7354,2352,0
M003,77.31380252574992,1.0179805027890954,126.34566981441989,1438.4208069923106,52.90183653252776,3554,1511,1
M004,75.90422061251464,1.3132676044326486,123.19598030784744,1638.8040174121484,43.914546080912785,2418,4220,0
M003,68.57853463059453,2.3849664160476345,100.4925371365196,1756.4216782853025,55.349796042179825,5140,4713,0
M002,73.3868731792169,2.79856667311059,123.03446468216548,1390.5424233589254,39.35024009194295,5036,4837,0
M004,80.29457481598357,3.120936512406246,126.74671779988759,1646.6431675243186,45.68870266711514,2988,3717,1
M002,78.7231538002845,3.5696285869394933,101.1161000788922,1627.3084076151335,39.355449203838816,854,80,0
M001,58.569806879262714,1.9325534414448178,137.07900658647787,1743.7216348668994,53.47688572439139,2850,1644,1
M001,78.20158186755485,3.193611755172588,99.52988270995417,1429.9617939291998,55.1907803249972,3379,174,0
M001,69.35311394967482,1.657695156550851,96.78218574496137,1140.2999009630653,52.7090012610928,193,675,0
M001,70.72874098015515,2.902091311588268,112.98808882876514,1514.0371704845488,41.31250943676926,9769,347,1
M002,70.73196991001694,2.2074887978521818,94.69313903286529,1297.2412518060553,44.033890047114674,9672,1912,1
M004,68.4975701120174,2.445677907081924,101.2800966369234,1355.2989781875985,51.87451190889243,8938,1390,1
M004,81.91707497107065,2.4235078740220373,121.14151636076365,1439.7561711893636,36.49806873500509,4961,1558,0
M003,69.16282040150789,0.39529499020218783,100.28828278325905,1432.2144737301714,48.07092044489678,4740,1438,0
M002,58.80453871616831,0.8758781411392267,74.57473310537038,1528.311853379159,62.13524282668705,5632,2925,0
M001,66.06470144030271,2.1025414398175224,105.50979081773795,1640.6312632839235,48.560355606557,8341,4819,0
M002,71.78694716810476,0.3127209203588315,89.55559631421409,1426.4528833448067,38.091642887744385,7983,4703,0
M003,82.29214784297051,2.831211103199756,112.9790673594182,1579.1395013216008,45.14072601859092,7149,3792,0
M003,76.03094684948833,2.871555966288142,110.44284573739368,1502.963201986101,44.9544613945794,5753,357,0
M002,61.49464721252956,2.3271705528777904,122.07100522249783,1687.098879175689,67.12247023869249,4897,3397,0
M002,94.85189916678891,0.8788659872420779,113.61298451189046,1462.2816297787367,63.32543264411117,6969,1088,1
M002,72.6477531097798,3.380138938868515,116.35366425487098,1484.214664845089,55.84748347281263,5332,292,0
M004,82.75390737999015,4.037210639718358,89.9635485979343,1425.1199104002187,47.25539255406881,6534,990,1
M001,68.48285566422771,2.147076827445974,112.05979743835753,1467.5502920083009,59.60503728783778,8120,3402,0
M002,75.3335924470545,2.5105353784512365,129.52676934040437,1343.3023743308252,40.93232288759633,9867,2576,1
M002,78.39468504518405,2.201738654796044,89.6702513704485,1323.4805427712972,58.612602521954074,5790,819,0
